bill	bill_id	chamber	roll_call_id	date	tally	rolls_in_chamber	engrossed_texts	status	chapter	question_from_history	title	description	disposition	reason
H0570	2102584	house	1654959	2026-03-05	68-1	1	1	4	178	Read third time in full as amended -- PASSED 68-1-1	Amends existing law to revise a provision regarding reckless driving.	RECKLESS DRIVING -- Amends existing law to revise a provision regarding reckless driving.	out-of-gate:not-divided	
H0570	2102584	senate	1669018	2026-03-24	34-0	1	1	4	178	Read third time in full -- PASSED 34-0-1	Amends existing law to revise a provision regarding reckless driving.	RECKLESS DRIVING -- Amends existing law to revise a provision regarding reckless driving.	out-of-gate:not-divided	
H0573	2103562	house	1633672	2026-02-13	68-0	1	0	4	159	Read Third Time in Full -- PASSED 68-0-2	Amends existing law to provide that certain persons may provide instruction on Idaho law regarding firearms and the use of deadly force.	ENHANCED LICENSES TO CARRY CONCEALED WEAPONS -- Amends existing law to provide that certain persons may provide instruction on Idaho law regarding firearms and the use of deadly force.	out-of-gate:not-divided	
H0573	2103562	senate	1667977	2026-03-23	33-0	1	0	4	159	Read third time in full -- PASSED 33-0-2	Amends existing law to provide that certain persons may provide instruction on Idaho law regarding firearms and the use of deadly force.	ENHANCED LICENSES TO CARRY CONCEALED WEAPONS -- Amends existing law to provide that certain persons may provide instruction on Idaho law regarding firearms and the use of deadly force.	out-of-gate:not-divided	
H0575	2104874	house	1655883	2026-03-05	67-0	1	1	4	168	Read third time in full as amended -- PASSED 67-0-3	Amends existing law to provide that the State Controller shall publish a list of asset forfeitures and to provide that law enforcement shall report asset forfei	STATE CONTROLLER -- Amends existing law to provide that the State Controller shall publish a list of asset forfeitures and to provide that law enforcement shall report asset forfeiture information to the State Controller	out-of-gate:not-divided	
H0575	2104874	senate	1669040	2026-03-24	34-0	1	1	4	168	Read third time in full -- PASSED 34-0-1	Amends existing law to provide that the State Controller shall publish a list of asset forfeitures and to provide that law enforcement shall report asset forfei	STATE CONTROLLER -- Amends existing law to provide that the State Controller shall publish a list of asset forfeitures and to provide that law enforcement shall report asset forfeiture information to the State Controller	out-of-gate:not-divided	
H0576	2104920	house	1634775	2026-02-16	53-14	1	0	4	47	Read Third Time in Full -- PASSED 53-14-3	Amends existing law to establish an Idaho residency requirement to receive funds from ICAR.	MOTOR VEHICLES -- Amends existing law to establish an Idaho residency requirement to receive funds from ICAR.	dropped:selection	Idaho residency to receive ICAR funds, not recognizable
H0576	2104920	senate	1661909	2026-03-12	26-7	1	0	4	47	Read third time in full -- PASSED 26-7-2	Amends existing law to establish an Idaho residency requirement to receive funds from ICAR.	MOTOR VEHICLES -- Amends existing law to establish an Idaho residency requirement to receive funds from ICAR.	dropped:selection	Idaho residency to receive ICAR funds, not recognizable
H0577	2105097	house	1634599	2026-02-16	66-1	1	0	4	29	Read Third Time in Full -- PASSED 66-1-3	Amends existing law to provide that license plates do not automatically expire after 10 years and may continue to be used while still legible.	TRANSPORTATION -- Amends existing law to provide that license plates do not automatically expire after 10 years and may continue to be used while still legible.	out-of-gate:not-divided	
H0577	2105097	senate	1659084	2026-03-10	32-2	1	0	4	29	Read third time in full -- PASSED 32-2-1	Amends existing law to provide that license plates do not automatically expire after 10 years and may continue to be used while still legible.	TRANSPORTATION -- Amends existing law to provide that license plates do not automatically expire after 10 years and may continue to be used while still legible.	out-of-gate:not-divided	
H0579	2107808	house	1632149	2026-02-12	68-1	1	0	2		Read Third Time in Full -- PASSED 68-1-1	Amends existing law to revise a provision regarding justifiable homicide.	JUSTIFIABLE HOMICIDE -- Amends existing law to revise a provision regarding justifiable homicide.	out-of-gate:not-enacted	
H0580	2107494	house	1632389	2026-02-12	68-1	1	0	2		Read Third Time in Full -- PASSED 68-1-1	Repeals existing law relating to the Idaho Anti-Camcorder Piracy Act, the Tape Piracy Act, and the Motion Picture Fair Bidding Act.	CRIMES AND PUNISHMENTS -- Repeals existing law relating to the Idaho Anti-Camcorder Piracy Act, the Tape Piracy Act, and the Motion Picture Fair Bidding Act.	out-of-gate:not-enacted	
H0581	2107622	house	1632014	2026-02-12	65-5	1	0	4	69	Read Third Time in Full -- PASSED 65-5-0	Amends existing law to authorize the Idaho Legislature to review court rules in certain instances.	IDAHO SUPREME COURT -- Amends existing law to authorize the Idaho Legislature to review court rules in certain instances.	out-of-gate:not-divided	
H0581	2107622	senate	1663884	2026-03-16	29-6	1	0	4	69	Read third time in full -- PASSED 29-6-0	Amends existing law to authorize the Idaho Legislature to review court rules in certain instances.	IDAHO SUPREME COURT -- Amends existing law to authorize the Idaho Legislature to review court rules in certain instances.	out-of-gate:not-divided	
H0583	2107536	house	1631851	2026-02-12	54-16	1	0	4	22	Read Third Time in Full -- PASSED 54-16-0	Amends existing law to revise provisions regarding limitations on the regulation of and limiting the tax duties of short-term rentals.	SHORT-TERM RENTALS -- Amends existing law to revise provisions regarding limitations on the regulation of and limiting the tax duties of short-term rentals.	batched:batch-05	imported in batch-05
H0583	2107536	senate	1657406	2026-03-09	23-12	1	0	4	22	Read third time in full -- PASSED 23-12-0	Amends existing law to revise provisions regarding limitations on the regulation of and limiting the tax duties of short-term rentals.	SHORT-TERM RENTALS -- Amends existing law to revise provisions regarding limitations on the regulation of and limiting the tax duties of short-term rentals.	batched:batch-05	imported in batch-05
H0585	2107726	house	1655376	2026-03-05	69-0	1	0	4	232	Read Third Time in Full -- PASSED 69-0-1	Adds to existing law to provide for timely electrical, plumbing, and HVAC inspections and the option for third-party inspections in certain situations.	ELECTRICAL, PLUMBING, AND HVAC INSPECTIONS -- Adds to existing law to provide for timely electrical, plumbing, and HVAC inspections and the option for third-party inspections in certain situations.	out-of-gate:not-divided	
H0585	2107726	senate	1669830	2026-03-25	33-0	1	0	4	232	Read third time in full -- PASSED 33-0-2	Adds to existing law to provide for timely electrical, plumbing, and HVAC inspections and the option for third-party inspections in certain situations.	ELECTRICAL, PLUMBING, AND HVAC INSPECTIONS -- Adds to existing law to provide for timely electrical, plumbing, and HVAC inspections and the option for third-party inspections in certain situations.	out-of-gate:not-divided	
H0587	2107430	house	1633770	2026-02-13	44-25	1	0	4	21	Read Third Time in Full -- PASSED 44-25-1	Amends existing law to allow continuous appropriation of the rangeland improvement account.	RANGELAND IMPROVEMENT -- Amends existing law to allow continuous appropriation of the rangeland improvement account.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0587	2107430	senate	1656319	2026-03-06	21-10	1	0	4	21	Read third time in full -- PASSED 21-10-4	Amends existing law to allow continuous appropriation of the rangeland improvement account.	RANGELAND IMPROVEMENT -- Amends existing law to allow continuous appropriation of the rangeland improvement account.	excluded:appropriations	agency budget bill; appropriations are excluded by standing campaign rule
H0591	2107789	house	1645471	2026-02-25	70-0	1	0	4	67	Read Third Time in Full -- PASSED 70-0-0	Repeals existing law related to financial assistance eligibility.	INDIGENT ELIGIBILITY -- Repeals existing law related to financial assistance eligibility.	out-of-gate:not-divided	
H0591	2107789	senate	1661962	2026-03-12	32-3	1	0	4	67	Read third time in full -- PASSED 32-3-0	Repeals existing law related to financial assistance eligibility.	INDIGENT ELIGIBILITY -- Repeals existing law related to financial assistance eligibility.	out-of-gate:not-divided	
H0593	2109346	house	1655414	2026-03-05	68-0	1	0	4	87	Read Third Time in Full -- PASSED 68-0-2	Amends and repeals existing law to remove reference to outdated or unnecessary provisions.	DEPARTMENT OF ENVIRONMENTAL QUALITY -- Amends and repeals existing law to remove reference to outdated or unnecessary provisions.	out-of-gate:not-divided	
H0593	2109346	senate	1664888	2026-03-17	34-0	1	0	4	87	Read third time in full -- PASSED 34-0-1	Amends and repeals existing law to remove reference to outdated or unnecessary provisions.	DEPARTMENT OF ENVIRONMENTAL QUALITY -- Amends and repeals existing law to remove reference to outdated or unnecessary provisions.	out-of-gate:not-divided	
H0594	2109012	house	1635981	2026-02-17	69-0	1	0	4	20	Read Third Time in Full -- PASSED 69-0-1	Amends existing law to revise provisions regarding late charges and interest on certain taxes due and the apportionment of collected late charges and interest t	TAXATION -- Amends existing law to revise provisions regarding late charges and interest on certain taxes due and the apportionment of collected late charges and interest to taxing districts.	out-of-gate:not-divided	
H0594	2109012	senate	1656339	2026-03-06	31-0	1	0	4	20	Read third time in full -- PASSED 31-0-4	Amends existing law to revise provisions regarding late charges and interest on certain taxes due and the apportionment of collected late charges and interest t	TAXATION -- Amends existing law to revise provisions regarding late charges and interest on certain taxes due and the apportionment of collected late charges and interest to taxing districts.	out-of-gate:not-divided	
H0599	2109278	house	1642316	2026-02-24	68-0	1	0	4	60	Read Third Time in Full -- PASSED 68-0-2	Amends existing law to revise provisions regarding the Public School Digital Content and Curriculum Fund.	EDUCATION -- Amends existing law to revise provisions regarding the Public School Digital Content and Curriculum Fund.	out-of-gate:not-divided	
H0599	2109278	senate	1663908	2026-03-16	35-0	1	0	4	60	Read third time in full -- PASSED 35-0-0	Amends existing law to revise provisions regarding the Public School Digital Content and Curriculum Fund.	EDUCATION -- Amends existing law to revise provisions regarding the Public School Digital Content and Curriculum Fund.	out-of-gate:not-divided	
H0602	2111111	house	1641825	2026-02-23	61-6	1	0	4	183	Read Third Time in Full -- PASSED 61-6-3	Adds to existing law to establish provisions prohibiting the use of foreign laws in Idaho courts.	FOREIGN LAWS -- Adds to existing law to establish provisions prohibiting the use of foreign laws in Idaho courts.	out-of-gate:not-divided	
