bill	bill_id	chamber	roll_call_id	date	tally	rolls_in_chamber	engrossed_texts	status	chapter	question_from_history	title	description	disposition	reason
H0080	1946216	house	1487614	2025-02-12	69-1	1	0	2		Read Third Time in Full -- PASSED 69-1-0	Repeals existing law relating to the Yellow Dot Motor Vehicle Medical Information Act.	YELLOW DOT MOTOR VEHICLE MEDICAL INFORMATION ACT -- Repeals existing law relating to the Yellow Dot Motor Vehicle Medical Information Act.	out-of-gate:not-enacted	
H0081	1948543	house	1528430	2025-03-26	62-8	2	1	4	214	Read third time in full as amended in Senate -- PASSED 62-8-0	Adds to existing law to limit the liability of recreation clubs and their members.	LIABILITY OF RECREATION CLUBS AND THEIR MEMBERS -- Adds to existing law to limit the liability of recreation clubs and their members.	out-of-gate:not-divided	
H0081	1948543	senate	1522947	2025-03-20	35-0	1	1	4	214	Read third time as amended in the Senate -- PASSED 35-0-0	Adds to existing law to limit the liability of recreation clubs and their members.	LIABILITY OF RECREATION CLUBS AND THEIR MEMBERS -- Adds to existing law to limit the liability of recreation clubs and their members.	out-of-gate:not-divided	
H0082	1948646	house	1492416	2025-02-18	56-14	1	0	4	102	Read Third Time in Full -- PASSED 56-14-0	Amends existing law to provide for the payment of depredation claims that are deemed possible.	LIVESTOCK DEPREDATION CLAIMS -- Amends existing law to provide for the payment of depredation claims that are deemed possible.	candidate:unbatched	
H0082	1948646	senate	1517563	2025-03-13	32-0	1	0	4	102	Read third time in full -- PASSED 32-0-3	Amends existing law to provide for the payment of depredation claims that are deemed possible.	LIVESTOCK DEPREDATION CLAIMS -- Amends existing law to provide for the payment of depredation claims that are deemed possible.	out-of-gate:not-divided	
H0083	1948338	house	1521040	2025-03-19	61-9	2	1	4	183	Read third time in full as amended in Senate -- PASSED 61-9-0	Adds to existing law to provide for the Immigration Cooperation and Enforcement Act.	IMMIGRATION -- Adds to existing law to provide for the Immigration Cooperation and Enforcement Act.	out-of-gate:not-divided	
H0083	1948338	senate	1515370	2025-03-11	29-6	1	1	4	183	Read third time as amended in the Senate -- PASSED 29-6-0	Adds to existing law to provide for the Immigration Cooperation and Enforcement Act.	IMMIGRATION -- Adds to existing law to provide for the Immigration Cooperation and Enforcement Act.	out-of-gate:not-divided	
H0086	1948406	house	1495455	2025-02-20	61-9	1	0	4	33	Read Third Time in Full -- PASSED 61-9-0	Adds to existing law to prohibit laws that require electric vehicle charging stations or parking spaces in any building plan and to provide for preemption of lo	BUILDING CODE -- Adds to existing law to prohibit laws that require electric vehicle charging stations or parking spaces in any building plan and to provide for preemption of local laws and ordinances.	out-of-gate:not-divided	
H0086	1948406	senate	1506523	2025-03-05	28-7	1	0	4	33	Read third time in full -- PASSED 28-7-0	Adds to existing law to prohibit laws that require electric vehicle charging stations or parking spaces in any building plan and to provide for preemption of lo	BUILDING CODE -- Adds to existing law to prohibit laws that require electric vehicle charging stations or parking spaces in any building plan and to provide for preemption of local laws and ordinances.	batched:batch-03	imported in batch-03
H0087	1948862	house	1487158	2025-02-11	70-0	1	0	4	137	Read Third Time in Full -- PASSED 70-0-0	Amends existing law to revise provisions regarding disposition of remains in prearranged funeral plans.	FUNERAL PLANS -- Amends existing law to revise provisions regarding disposition of remains in prearranged funeral plans.	out-of-gate:not-divided	
H0087	1948862	senate	1517452	2025-03-13	32-0	1	0	4	137	Read third time in full -- PASSED 32-0-3	Amends existing law to revise provisions regarding disposition of remains in prearranged funeral plans.	FUNERAL PLANS -- Amends existing law to revise provisions regarding disposition of remains in prearranged funeral plans.	out-of-gate:not-divided	
H0088	1948282	house	1496582	2025-02-21	50-19	1	0	2		Read Third Time in Full -- PASSED 50-19-1	Amends existing law to provide that soliciting commercial sexual activity shall be a felony.	COMMERCIAL SEXUAL ACTIVITY -- Amends existing law to provide that soliciting commercial sexual activity shall be a felony.	out-of-gate:not-enacted	
H0089	1948787	house	1483744	2025-02-06	69-0	1	0	4	14	Read Third Time in Full -- PASSED 69-0-1	Amends existing law to revise a definition.	NURSES -- Amends existing law to revise a definition.	out-of-gate:not-divided	
H0089	1948787	senate	1505468	2025-03-03	34-0	1	0	4	14	Read third time in full -- PASSED 34-0-1	Amends existing law to revise a definition.	NURSES -- Amends existing law to revise a definition.	out-of-gate:not-divided	
H0090	1948474	house	1498288	2025-02-24	65-2	1	0	4	103	Read Third Time in Full -- PASSED 65-2-3	Amends existing law to require legislative action for certain changes to public assistance programs.	PUBLIC ASSISTANCE -- Amends existing law to require legislative action for certain changes to public assistance programs.	out-of-gate:not-divided	
H0090	1948474	senate	1512270	2025-03-10	30-5	1	0	4	103	Read third time in full -- PASSED 30-5-0	Amends existing law to require legislative action for certain changes to public assistance programs.	PUBLIC ASSISTANCE -- Amends existing law to require legislative action for certain changes to public assistance programs.	out-of-gate:not-divided	
H0091	1949041	house	1496731	2025-02-21	69-0	1	0	4	82	Read Third Time in Full -- PASSED 69-0-1	Amends and repeals existing law to remove provisions that the Department of Health and Welfare has identified as obsolete or superfluous.	DEPARTMENT OF HEALTH AND WELFARE -- Amends and repeals existing law to remove provisions that the Department of Health and Welfare has identified as obsolete or superfluous.	out-of-gate:not-divided	
H0091	1949041	senate	1511946	2025-03-10	33-1	1	0	4	82	Read third time in full -- PASSED 33-1-1	Amends and repeals existing law to remove provisions that the Department of Health and Welfare has identified as obsolete or superfluous.	DEPARTMENT OF HEALTH AND WELFARE -- Amends and repeals existing law to remove provisions that the Department of Health and Welfare has identified as obsolete or superfluous.	out-of-gate:not-divided	
H0093	1948897	house	1484123	2025-02-07	42-28	1	0	4	9	Read Third Time in Full -- PASSED 42-28-0	Adds to existing law to establish the Idaho parental choice tax credit and Idaho Parental Choice Tax Credit Advance Payment Fund.	TAXATION -- Adds to existing law to establish the Idaho parental choice tax credit and Idaho Parental Choice Tax Credit Advance Payment Fund.	dropped:selection	parental choice tax credit, school-choice line puts it on the barred general label
H0093	1948897	senate	1493569	2025-02-19	20-15	1	0	4	9	Read third time in full -- PASSED 20-15-0	Adds to existing law to establish the Idaho parental choice tax credit and Idaho Parental Choice Tax Credit Advance Payment Fund.	TAXATION -- Adds to existing law to establish the Idaho parental choice tax credit and Idaho Parental Choice Tax Credit Advance Payment Fund.	dropped:selection	parental choice tax credit, school-choice line puts it on the barred general label
H0096	1948967	house	1530108	2025-03-28	54-13	2	1	4	274		Amends existing law to provide that a governmental entity shall only display certain flags.	FLAGS -- Amends existing law to provide that a governmental entity shall only display certain flags.	superseded:last-roll-not-divided	
H0096	1948967	senate	1527882	2025-03-26	20-11	1	1	4	274	Read third time as amended in the Senate -- PASSED 20-11-4	Amends existing law to provide that a governmental entity shall only display certain flags.	FLAGS -- Amends existing law to provide that a governmental entity shall only display certain flags.	batched:batch-03	imported in batch-03
H0097	1948444	house	1496005	2025-02-20	63-5	1	0	4	26	Read Third Time in Full -- PASSED 63-5-2	Adds to existing law to provide for certain voluntary noncompliance and acceptance of risks.	STATE DISASTER PREPAREDNESS ACT -- Adds to existing law to provide for certain voluntary noncompliance and acceptance of risks.	out-of-gate:not-divided	
H0097	1948444	senate	1507878	2025-03-06	31-4	1	0	4	26	Read third time in full -- PASSED 31-4-0	Adds to existing law to provide for certain voluntary noncompliance and acceptance of risks.	STATE DISASTER PREPAREDNESS ACT -- Adds to existing law to provide for certain voluntary noncompliance and acceptance of risks.	out-of-gate:not-divided	
H0098	1948614	house	1487890	2025-02-12	40-29	1	0	2		Read Third Time in Full -- PASSED 40-29-0	Amends and adds to existing law to provide for restrictions regarding the use of taxpayer funds for teachers unions.	TEACHERS UNIONS -- Amends and adds to existing law to provide for restrictions regarding the use of taxpayer funds for teachers unions.	out-of-gate:not-enacted	
H0099	1949974	house	1496737	2025-02-21	69-0	1	0	4	74	Read Third Time in Full -- PASSED 69-0-1	Amends existing law to revise provisions regarding Class D driver's training instruction permits and Class D supervised instruction permits.	DRIVER TRAINING -- Amends existing law to revise provisions regarding Class D driver's training instruction permits and Class D supervised instruction permits.	out-of-gate:not-divided	
H0099	1949974	senate	1512199	2025-03-10	35-0	1	0	4	74	Read third time in full -- PASSED 35-0-0	Amends existing law to revise provisions regarding Class D driver's training instruction permits and Class D supervised instruction permits.	DRIVER TRAINING -- Amends existing law to revise provisions regarding Class D driver's training instruction permits and Class D supervised instruction permits.	out-of-gate:not-divided	
H0102	1950018	house	1528020	2025-03-26	68-2	2	1	4	215	Read third time in full as amended in Senate -- PASSED 68-2-0	Amends existing law to establish additional procedures to file petitions for the dissolution of recreation districts.	RECREATION DISTRICTS -- Amends existing law to establish additional procedures to file petitions for the dissolution of recreation districts.	out-of-gate:not-divided	
H0102	1950018	senate	1524208	2025-03-21	34-0	1	1	4	215	Read third time as amended in the Senate -- PASSED 34-0-1	Amends existing law to establish additional procedures to file petitions for the dissolution of recreation districts.	RECREATION DISTRICTS -- Amends existing law to establish additional procedures to file petitions for the dissolution of recreation districts.	out-of-gate:not-divided	
